"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query","TP","FP","FN","Precision","Recall","F-Measure"
"1","0.6363636363636364","List all the musicals with music by Elton John.","""List all the with music  Elton John""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE {         ?uri rdf:type dbo:Musical .        ?uri dbo:musicBy res:Elton_John .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/musicBy>  <http://dbpedia.org/resource/Elton_John> .    }""","4.0","0.0","0.0","1.0","1.0","1.0"
"2","0.0","How high is the lighthouse in Colombo?","","SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"3","0.0","Who was the wife of U.S. president Lincoln?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:Abraham_Lincoln dbo:spouse ?uri.}","","0.0","0.0","1.0","0.0","0.0","0.0"
"4","0.5454545454545454","Who is the host of the BBC Wildlife Specials?","""Who is the honor  BBC Wildlife Specials""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/TelevisionShow> .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"5","0.0","How much did Pulp Fiction cost?","","SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"6","0.7777777777777778","In what city is the Heineken brewery?","In what city is the Heineken International?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . }","SELECT ?o WHERE { <http://dbpedia.org/resource/Heineken_International> <http://dbpedia.org/ontology/locationCity> ?o }","0.0","1.0","1.0","0.0","0.0","0.0"
"7","0.7142857142857143","When did Operation Overlord commence?","""When did Operation Overlord occurred?""","SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ","""select  ?o    {    <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"8","0.7272727272727273","In which city does the Chile Route 68 end?","""in which city does Chile Route 68 running?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"9","0.6","Who developed Slack?","""Who developed DBpedia?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . }","""select  ?o    {    <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer>  ?o .    }""","0.0","3.0","1.0","0.0","0.0","0.0"
"10","0.0","Who was married to president Chirac?","","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uriWHERE {          res:Jacques_Chirac dbo:spouse ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"11","0.0","What did Bruce Carver die from?","","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE {        res:Bruce_Carver dbo:deathCause ?uri .     }","","0.0","0.0","1.0","0.0","0.0","0.0"
"12","1.0","Who painted The Storm on the Sea of Galilee?","""Who painted The Storm on the Sea of Galilee?""","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:The_Storm_on_the_Sea_of_Galilee dbp:artist ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/The_Storm_on_the_Sea_of_Galilee> <http://dbpedia.org/property/artist>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"13","0.0","Which cities does the Weser flow through?","","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?uri . } ","","0.0","0.0","7.0","0.0","0.0","0.0"
"14","0.0","How many seats does the home stadium of FC Porto have?","","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/FC_Porto> <http://dbpedia.org/ontology/ground> ?x . ?x <http://dbpedia.org/ontology/seatingCapacity> ?n . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"15","0.0","Who is the daughter of Robert Kennedy married to?","","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Robert_F._Kennedy> <http://dbpedia.org/ontology/child> ?child .  ?child <http://dbpedia.org/ontology/spouse> ?uri . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"16","0.0","Which books by Kerouac were published by Viking Press?","","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> .  ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . } ","","0.0","0.0","29.0","0.0","0.0","0.0"
"17","0.0","How tall is Amazon Eve?","","SELECT DISTINCT ?height WHERE {  <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/height> ?height . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"18","0.0","Which museum exhibits The Scream by Munch?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {       res:The_Scream dbo:museum ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"19","0.0","Who wrote the book Les Piliers de la terre?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:The_Pillars_of_the_Earth dbo:author ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"20","0.0","Is James Bond married?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {        res:James_Bond dbo:spouse ?uri . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"21","0.0","Who discovered Ceres?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?uri . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"22","0.6666666666666666","Which river does the Brooklyn Bridge cross?","""Which river does Brooklyn Bridge crossing?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {               res:Brooklyn_Bridge dbo:crosses ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/crosses>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"23","0.0","Who was called Frank The Tank?","","PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE {         ?uri dbp:nickname 'Frank The Tank'@en . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"24","0.5555555555555556","What is the largest country in the world?","""What country is Mecca in?""","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/areaTotal> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","""select  ?o    {    <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    }""","0.0","0.0","1.0","0.0","0.0","0.0"
"25","0.0","Who is the mayor of Paris?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?uri . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"26","0.0","Who is the coach of Ankara's ice hockey team?","","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Ankara> . ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Turkish_Ice_Hockey_First_League> . ?x <http://dbpedia.org/ontology/coach> ?uri . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"27","0.0","Who is the mayor of the capital of French Polynesia?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {         res:French_Polynesia dbo:capital ?x .        ?x dbo:mayor ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"28","0.75","Which awards did Douglas Hofstadter win?","""Which awards did Douglas Hofstadter received?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE {        res:Douglas_Hofstadter dbo:award ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Douglas_Hofstadter> <http://dbpedia.org/ontology/award>  ?o .    }""","3.0","0.0","0.0","1.0","1.0","1.0"
"29","0.7777777777777778","How much did the Lego Movie cost?","""How much did The Lego Movie held?""","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?n . } ","""select  ?o    {    <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"30","0.0","Where does Piccadilly start?","","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Piccadilly>. } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"31","0.0","Do Prince Harry and Prince William have the same parents?","","PREFIX dbo: <http://dbpedia.org/ontology/> ASKWHERE {         <http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge> dbo:parent ?x .         <http://dbpedia.org/resource/Prince_Harry> dbo:parent ?x .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"32","0.625","Who played Agent Smith in Matrix?","""what played in Agent Smith?""","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {         res:Agent_Smith dbp:portrayer ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Agent_Smith> <http://dbpedia.org/property/portrayer>  ?o .    }""","2.0","0.0","0.0","1.0","1.0","1.0"
"33","1.0","How many languages are spoken in Turkmenistan?","How many languages are spoken in Turkmenistan?","SELECT (COUNT(DISTINCT ?x) as ?c) WHERE {  <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language> ?x . } ","select (COUNT(distinct ?objOfProp) as ?c) Where { <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language> ?objOfProp . }","1.0","0.0","0.0","1.0","1.0","1.0"
"34","0.0","In which films did Julia Roberts as well as Richard Gere play?","","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Gere> . } ","","0.0","0.0","39.0","0.0","0.0","0.0"
"35","0.0","In which country does the Ganges start?","","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {         res:Ganges dbo:sourceCountry ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"36","1.0","In which year was Rachel Stevens born?","""in which year was Rachel Stevens born?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"37","0.0","Is Barack Obama a democrat?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASKWHERE {         res:Barack_Obama dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"38","0.7142857142857143","Where was Bach born?","""Where was Johann Sebastian Bach born?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {        res:Johann_Sebastian_Bach dbo:birthPlace ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Johann_Sebastian_Bach> <http://dbpedia.org/ontology/birthPlace>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"39","0.0","How often did Jane Fonda marry?","","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse> ?uri . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"40","0.0","Who was the first to climb Mount Everest?","","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE {          res:Mount_Everest dbo:firstAscentPerson ?uri . }","","0.0","0.0","4.0","0.0","0.0","0.0"
"41","0.0","How many people live in Poland?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal> ?uri . }  ","","0.0","0.0","1.0","0.0","0.0","0.0"
"42","0.0","What is the location of the Houses of Parliament?","","SELECT ?uri WHERE {  <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri . } ","","0.0","0.0","3.0","0.0","0.0","0.0"
"43","0.0","Is Christian Bale starring in Batman Begins?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {	res:Batman_Begins dbo:starring res:Christian_Bale .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"44","1.0","In which country is the Limerick Lake?","""in which country is the Limerick Lake?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { 	res:Limerick_Lake dbo:country ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/Limerick_Lake> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    }""","0.0","0.0","1.0","0.0","0.0","0.0"
"45","0.0","What was the last movie with Alec Guinness?","","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Alec_Guinness> .  ?uri <http://dbpedia.org/ontology/releaseDate> ?date . } ORDER BY DESC(?date) LIMIT 1 ","","0.0","0.0","1.0","0.0","0.0","0.0"
"46","0.0","What is the highest mountain in Australia?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE {	?uri rdf:type dbo:Mountain .        ?uri dbo:locatedInArea res:Australia .        ?uri dbo:elevation ?elevation .} ORDER BY DESC(?elevation) LIMIT 1","","0.0","0.0","1.0","0.0","0.0","0.0"
"47","0.0","Is Frank Herbert still alive?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {	OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }        FILTER (!BOUND(?date))}","","0.0","0.0","1.0","0.0","0.0","0.0"
"48","0.0","Who created Family Guy?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator> ?uri . }  ","","0.0","0.0","1.0","0.0","0.0","0.0"
"49","0.0","What is the official language of Suriname?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {         res:Suriname dbo:officialLanguage ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"50","0.625","Who wrote the song Hotel California?","""the song  Hotel California?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer>  ?o .    }""","3.0","0.0","0.0","1.0","1.0","1.0"
"51","0.0","Give me all actors starring in movies directed by William Shatner.","","SELECT DISTINCT ?uri WHERE {  ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> .  ?x <http://dbpedia.org/ontology/starring> ?uri . } ","","0.0","0.0","18.0","0.0","0.0","0.0"
"52","0.0","What is in a chocolate chip cookie?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient> ?uri . }","","0.0","0.0","10.0","0.0","0.0","0.0"
"53","0.6666666666666666","Give me all professional skateboarders from Sweden.","Give me all professional Swedish skateboarders.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	?uri dbo:occupation res:Skateboarding .         { ?uri dbo:birthPlace res:Sweden . }        UNION        { ?uri dbo:birthPlace ?place .           ?place dbo:country res:Sweden . }}","SELECT ?s WHERE {  ?s <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Skateboarding> .     ?s  <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> . }","0.0","1.0","2.0","0.0","0.0","0.0"
"54","0.0","Which ingredients do I need for carrot cake?","","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Carrot_cake> <http://dbpedia.org/ontology/ingredient> ?uri . } ","","0.0","0.0","9.0","0.0","0.0","0.0"
"55","0.0","Does Neymar play for Real Madrid?","","ASK WHERE { <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Real_Madrid_C.F.> . }","","0.0","0.0","1.0","0.0","0.0","0.0"
"56","0.0","Which computer scientist won an oscar?","","SELECT DISTINCT ?uri WHERE { { ?uri <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Computer_science> . } UNION { ?uri <http://purl.org/dc/elements/1.1/description> ?s . FILTER regex(?s,'computer scientist','i') } ?uri <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Academy_Awards> . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"57","0.0","How many companies were founded in the same year as Google?","","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company> .  ?uri <http://dbpedia.org/ontology/foundingYear> ?year .  <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/foundingYear> ?year . } ","","0.0","0.0","1.0","0.0","0.0","0.0"
"58","0.5454545454545454","In which UK city are the headquarters of the MI6?","""in which city are the Canada?""","PREFIX res: <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE {         res:Secret_Intelligence_Service dbo:headquarter ?uri .         ?uri dbo:country res:United_Kingdom . }","""select  ?s    {   ?s <http://dbpedia.org/ontology/country>  <http://dbpedia.org/resource/Canada> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    }""","0.0","2.0","1.0","0.0","0.0","0.0"
"59","0.0","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {        res:Cuban_Missile_Crisis dbo:date ?x .	res:Bay_of_Pigs_Invasion dbo:date ?y .	FILTER (?x < ?y)}","","0.0","0.0","1.0","0.0","0.0","0.0"
"60","0.0","What does IYCM stand for?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {        ?uri dbo:abbreviation 'IYCM' .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"61","0.625","When did the Ming dynasty dissolve?","""When did Ming dynasty existed?""","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?dateWHERE {          res:Ming_dynasty dbo:dissolutionDate ?date .}","""select  ?o    {    <http://dbpedia.org/resource/Ming_dynasty> <http://dbpedia.org/ontology/dissolutionDate>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"62","0.0","List all episodes of the first season of the HBO television series The Sopranos!","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	?uri dbo:series res:The_Sopranos  .        ?uri dbo:seasonNumber 1 .}","","0.0","0.0","86.0","0.0","0.0","0.0"
"63","0.0","What is the total population of Melbourne, Florida?","","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?uri WHERE {         <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"64","0.0","Did Arnold Schwarzenegger attend a university?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>ASKWHERE {        res:Arnold_Schwarzenegger dbo:almaMater ?x .        ?x rdf:type dbo:University .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"65","0.625","What country is Mount Everest in?","""what situated in in Mount Everest?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE {         res:Mount_Everest dbo:locatedInArea ?uri .         ?uri rdf:type dbo:Country .}","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","0.0","1.0","7.0","0.0","0.0","0.0"
"66","0.5555555555555556","What is the largest city in Australia?","""What city is Canada in?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:Australia dbo:largestCity ?uri .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/country>  <http://dbpedia.org/resource/Canada> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    }""","0.0","0.0","1.0","0.0","0.0","0.0"
"67","0.0","Give me all launch pads operated by NASA.","","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {         ?uri rdf:type dbo:LaunchPad .          ?uri dbo:operator res:NASA . }","","0.0","0.0","9.0","0.0","0.0","0.0"
"68","0.0","Who is the mayor of Tel Aviv?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {         res:Tel_Aviv dbo:leaderName ?uri .}","","0.0","0.0","1.0","0.0","0.0","0.0"
"69","0.0","List all episodes of the first season of the HBO television series The Sopranos.","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {        ?uri dbo:series res:The_Sopranos  .        ?uri dbo:seasonNumber 1 .}","","0.0","0.0","86.0","0.0","0.0","0.0"
"70","0.6","Who created Batman?","""Who created Netherlands?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } ","""select  ?s    {   ?s <http://dbpedia.org/ontology/creator>  <http://dbpedia.org/resource/Netherlands> .    }""","0.0","0.0","2.0","0.0","0.0","0.0"
"71","0.5555555555555556","Who played Gus Fring in Breaking Bad?","""what played in Gus Fring?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer>  ?o .    }""","1.0","0.0","0.0","1.0","1.0","1.0"
"72","0.875","In which programming language is GIMP written?","""in which language is GIMP written in?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { 	res:GIMP dbo:programmingLanguage ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/GIMP> <http://dbpedia.org/ontology/programmingLanguage>  ?o .    }""","2.0","0.0","0.0","1.0","1.0","1.0"
